source_position,item_code,uom,display_name,category,detected_brand,detected_model,gemini_decision,agree,finish_exact,model_exact,gemini_reason,action,hint_source,hint_page,hint_image,hint_status,pilot_page
212,STA-PRE-WAS-BCPC20D1,UNIT,Black+decker 20V Power Cleaner,Chemicals & Adhesives,Stanley,BCPC20D1,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. B1 suffix and exact battery/charger package are unresolved; official collection does not expose exact BCPC20D1 asset.,search,products_101_1000_forensic,https://www.lkmmachinery.com.my/showproducts/productid/5167978/black-decker-bcpc20d1-20v-cordless-high-pressure-washer-water-jet-cordless-cleaner/,,PENDING,
213,STI-BRU-CUT-FR3001,UNIT,Stihl Brush Cutter,Outdoor & Garden,STIHL,FR3001,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. No exact authoritative source or asset was preserved.,search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
214,BOS-AQSD110F,UNIT,Adelino Submersible Sewage Pump 1.1KW,Pumps & Water,Bosch,1.1KW,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
215,NIP-PHG-1L-P,CAN,1L Platone High Gloss Paster Base,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
216,PSN-TK-CS10-WMA,PCS,Panasonic Water Purifier (white),Home Appliances,Panasonic,CS200-WMA,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Source item code says PSN-TK-CS10-WMA while display says CS200-WMA; exact source SKU/image not preserved.,search,products_101_1000_forensic,https://www.panasonic.com/my/consumer/kitchen-appliance/water-purifier/tk-cs200-wma.html,,PENDING,
217,STA-CHO-SSC22,UNIT,Stanley Chopsaw 2200W 355MM,Power Tools,Stanley,SSC22,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Source row omits XD suffix and direct first-party image is not preserved; dealer package and rights unresolved.,search,products_101_1000_forensic,https://www.lionmachinerysupply.com.my/stanley-ssc22-2200w-355mm-chop-saw-14,https://www.lionmachinerysupply.com.my/image/lionmachinerysupply/image/cache/data/all_product_images/product-593/LGLt0sGW1624871670-1000x1000.jpg,PENDING,
218,BOS-0601-9K3-1L2C1,SET,Gsb + Gdr Kit Combo Kit,Power Tools,Bosch,185-LI,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Official GSB L2 variant is proven, but exact GDR companion and source C1 bundle are not listed in current combo catalogue.",search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2,,PENDING,
219,NIP-PHG-5L-P,CAN,5L Platone High Gloss Paster Base,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
220,OVEN-KHI-TOA-OT3005,SET,Khind Oven Toaster (black),Home Appliances,Khind,OT3005,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact product page/image and complete source package not preserved.,search,products_101_1000_forensic,https://khind.com.my/collections/user-manuals?page=28,,PENDING,https://khind.com.my/collections/user-manuals?page=28
221,PAI-SPR-SAM-2K01,PCS,Samurai Clearcoat Spray,Paint & Sundries,Samurai,2-COMPONENT,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Source pack size is not explicit; official store distinguishes 2K01 and 2K01P.,search,products_101_1000_forensic,https://samuraipaint.com/collections/2k-2-komponent,,PENDING,
222,NIP-QSH-EXT-20L-P,DRUM,18L Nippon Q-shield Extra Pastel Base,Paint & Sundries,Nippon Paint,,pending,yes,no,yes,Fail-closed: evidence insufficient for VERIFIED. Official page confirms Q-Shield Extra family but not exact 18L Pastel Base packaging/colour asset.,search,products_101_1000_forensic,https://www.nipponpaint.com.my/product/q-shield-extra/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/q-shield-extra-new.webp,PENDING,
223,PSN-TK-CS200C-EX,PCS,Panasonic Water Cartridge,Home Appliances,Panasonic,CS200C,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact page/asset preservation was incomplete in this pass.,search,products_101_1000_forensic,https://www.panasonic.com/my/consumer/kitchen-appliance/water-purifier/tk-cs200c-ex.html,,PENDING,
224,STA-TRI-ST55,UNIT,Stanley 550W 6.35MM Corded Trimmer,Power Tools,Stanley,ST55-XD,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
225,TAP-SAN-SWP-SS-304-3937-MB,PCS,Saniware Premier Kitchen Pillar Sink Tap-matt Blk,Kitchen & Sinks,Saniware,SWP-SS-304-3937-MB,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
226,BOS-0611-338-9L1,UNIT,Gsh 5MX Demolition Hammer,Power Tools,Bosch,5MX,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact product image URL not preserved.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/products/gsh5mx-06113389L1,,PENDING,
227,ELE-D/L-MEG-YTP38Z1-10W,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K,Lighting,Megaman,E27,pending,yes,no,yes,"Fail-closed: evidence insufficient for VERIFIED. Source rows require 6500K and 4000K separately, while official page lists shared family outputs and 3IN1 variant; exact colour-temperature image mapping not preserved.",search,products_101_1000_forensic,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,PENDING,
228,X-LOC-YALE-Y120B-50-KA3,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA3,Lifting & Rigging,Yale,Y120B-50-KA3,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact KA3 package page/image was not preserved; series page and sibling variants cannot establish exact keyed-alike package.,search,products_101_1000_forensic,https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series,,PENDING,
229,ELE-CAB-WIR-MKK-1.5MM-YELLOW,ROLL,MKK Cable 1.5MM (7/0.39MM) Yellow,Electrical,MKK,7/0.39MM,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
230,NIP-WTRB-5L-P,CAN,5L Nippon Weatherbond Quartz Pastel Base,Paint & Sundries,Nippon Paint,,pending,yes,no,yes,Fail-closed: evidence insufficient for VERIFIED. Exact 5L Pastel Base package/colour not preserved.,search,products_101_1000_forensic,https://www.nipponpaint.com.my/product/weatherbond-quartz/,,PENDING,
231,STA-POL-SP137,UNIT,Stanley 1300W 180MM Polisher,Power Tools,Stanley,SP137,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Category listing confirms exact model/family but exact product page/image was not preserved.,search,products_101_1000_forensic,https://www.tulips.com.my/ourproducts/cid/176891/cat/power-tools-stanley/,,PENDING,
232,ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K,Lighting,Megaman,E27,pending,yes,no,yes,"Fail-closed: evidence insufficient for VERIFIED. Source rows require 6500K and 4000K separately, while official page lists shared family outputs and 3IN1 variant; exact colour-temperature image mapping not preserved.",search,products_101_1000_forensic,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,PENDING,
233,FAN-CEI-DEKA-CCNL54RG12,UNIT,Deka Ceiling Fan Geno Rose Gold,Fans & Ventilation,Deka,54LED,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
234,FAN-FLO-KHI-FF1803B,SET,Floor Fan 18,Fans & Ventilation,Khind,KHIND-FF1803B,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
235,STA-PLA-STEL630,UNIT,Stanley Planer 82MM,Power Tools,Stanley,STEL630,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Category listing confirms exact model/family but exact product page/image was not preserved.,search,products_101_1000_forensic,https://www.tulips.com.my/ourproducts/cid/176891/cat/power-tools-stanley/,,PENDING,
236,BOS-0601-387-0L0,UNIT,Gex Eccentric Disc Sander 125-1A,Power Tools,Bosch,125-1A,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact product image URL not preserved.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/products/gex-125-1-a-06013870L0,,PENDING,
237,ELE-D/L-MEG-YTG45Z1-5W,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/6500K,Lighting,Megaman,G45,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
238,NIP-SEA-5170-20L,DRUM,20L Nippon Acrylic 5170 Wall Sealer,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
239,NIP-VIN-EAS-15L-A,DRUM,15L Nippon Vinilex Easywash Accent Base,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
240,TAP-SAN-SWS-304-3964,PCS,Saniware Sliver Kitchen W Sink Tap,Kitchen & Sinks,Saniware,SWS-304-3964,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,search,products_101_1000_forensic,https://saniware.com/product/sws-304-3964/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3964.jpg,PENDING,
241,JUG-KHI-KET-EK5813,SET,Khind 1.7L Jug Kettle (white),Home Appliances,Khind,EK5813,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Official manual collection lists exact EK5813 but exact product image/page not preserved.,search,products_101_1000_forensic,https://khind.com.my/collections/user-manuals?page=28,,PENDING,https://khind.com.my/collections/user-manuals?page=28
242,NIP-PHG-5L-MBLK,CAN,5L Platone High Gloss 8103 Matt Black,Paint & Sundries,Nippon Paint,,pending,yes,yes,yes,Fail-closed: evidence insufficient for VERIFIED. Official family page does not preserve exact 8103 5L can asset.,search,products_101_1000_forensic,https://www.nipponpaint.com.my/product/platone-high-gloss/,,PENDING,
243,NIP-SAT-GLO-5L-145,CAN,5L Nippon Satin Glo 145 White,Paint & Sundries,Nippon Paint,,pending,yes,yes,yes,Fail-closed: evidence insufficient for VERIFIED. Exact 5L package/image not preserved.,search,products_101_1000_forensic,https://www.nipponpaint.com.my/product/satin-glo/,,PENDING,
244,NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
245,NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
246,TAP-SAN-SWP-SS-304-3938-MB,PCS,Saniware Premier Double Spout Kit. Wall Sink Tap-matt Blk,Kitchen & Sinks,Saniware,SWP-SS-304-3938-MB,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
247,"HOS-FLE-GLO-60""",PCS,Glotool Flexible Tube F1/2 X F12 X 60,Outdoor & Garden,Glotool,F1/2,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
248,NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,Paint & Sundries,Nippon Paint,,pending,yes,yes,yes,Fail-closed: evidence insufficient for VERIFIED. Exact Deep Base package/image not preserved.,search,products_101_1000_forensic,https://www.nipponpaint.com.my/product/platone-high-gloss/,,PENDING,
249,BOS-0601-9K3-0L2,UNIT,Gsr Batt. Screwdriver 185-LI,Hand Tools,Bosch,185-LI,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact source asset URL not preserved.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K3083,,PENDING,
250,CHA-SAW-STIHL-MS230,UNIT,Stihl Chainsaw 18 Stihl Chain & Guide BAR,"Rope, Chain & Netting",STIHL,MS230,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
251,FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,Fans & Ventilation,Deka,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
252,BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,Chemicals & Adhesives,Bosch,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
253,BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Power Tools,Bosch,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact catalogue page/crop and direct commercial image were not preserved; rights remain separate.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,,PENDING,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf
254,STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,Power Tool Accessories,Stanley,V20,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Source omits B1 suffix and exact battery/charger package; no exact authoritative image.,search,products_101_1000_forensic,https://www.tulips.com.my/ourproducts/cid/176891/cat/power-tools-stanley/,,PENDING,
255,ELE-FAJAR-FLX-2.5MM-GREY,COIL,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),Electrical,Fajar,3CORE,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
256,ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Electrical,Taicon,3CORE,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
257,TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,Plumbing,Glotool,GT-02,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
258,NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,Building Materials,Nippon Paint,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact product page/package not preserved.,search,products_101_1000_forensic,https://www.nipponpaint.com.my/product/roof-coating/,,PENDING,
259,BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Power Tools,Bosch,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Source code ends 5L0 while official GSH 500 page is 6L0.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,PENDING,
260,BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Power Tools,Bosch,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact official page/image not preserved; source set includes dealer-specific core-bit bundle.,search,products_101_1000_forensic,https://www.sunwintra.com/product/combo-bosch-rotary-hammer-with-sds-plus-gbh2-24dre-3pcs-sds-plus-core-gbh-2-24dre-gbh-2-24-dre,,PENDING,
261,NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
262,BOS-0600-8A7-AL0,UNIT,Aquatak 125 High P/cleaner,Chemicals & Adhesives,Bosch,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact product image URL not preserved.,search,products_101_1000_forensic,https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,,PENDING,
263,NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
264,NIP-WTRB-5L-WHITE,CAN,5L Nippon Weatherbond 145 White,Paint & Sundries,Nippon Paint,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
265,BOS-0601-6A0-0L0,UNIT,Gkf 550 Router,Power Tools,Bosch,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact product image URL not preserved.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0,,PENDING,
266,STA-HIGH-PRE-WAS-K2,UNIT,Karcher K2 Power Vps High Pressure Washer,Power Tools,Stanley,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact K2 Power VPS, K3 Deluxe Premium and K4 Basic model pages/assets and source package mapping were not fully preserved.",search,products_101_1000_forensic,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,PENDING,
267,STA-PRE-WAS-K3-DEL,UNIT,Karcher Pressure Washer K3 Deluxe Premium,Power Tools,Stanley,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact K2 Power VPS, K3 Deluxe Premium and K4 Basic model pages/assets and source package mapping were not fully preserved.",search,products_101_1000_forensic,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,PENDING,
268,X-STA-PRE-WAS-K4,UNIT,Karcher K4 Basic High Pressure Cleaner,Power Tools,Karcher,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact K2 Power VPS, K3 Deluxe Premium and K4 Basic model pages/assets and source package mapping were not fully preserved.",search,products_101_1000_forensic,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,PENDING,
269,BOS-2608-600-017,PCS,4 Grinding Disc,Abrasives & Cutting,Bosch,,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Source row is generic “4 Grinding Disc” with no part number; exact source pack and SKU mapping are unresolved.,search,products_101_1000_forensic,https://www.bosch-pt.com.my/my/en/pro-metal-bonded-grinding-disc-for-small-angle-grinders-bore-16-mm-osa-3090859-ocs-ac/,https://wwarehouse.s3-ap-southeast-1.amazonaws.com/bosch-mild-steel-grinding-disc-4-inch-2608600017-bh.png,PENDING,
270,CIMA-DL-L-199Y-RND-18W-CIELO-DL,SET,Cielo Iii 199Y 18W L/dl (rnd/daylight),Lighting,,199Y,pending,yes,yes,no,Fail-closed: evidence insufficient for VERIFIED. Exact Cielo Gen III 199Y source page was blocked by verification; exact image and package not preserved.,search,products_101_1000_forensic,https://www.cimalighting.com.my/product/cielo-199-driver-on-board-led-downlight-12w-18w-sirim-lampu-siling-rumah-round-square-downlight-4-6-white-lights-home-room-ceiling-lighting,,PENDING,
271,AGR-NET-SUN-GLO-70%,ROLL,Glotool Sun Shade Netting (70%),"Rope, Chain & Netting",Glotool,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. No exact manufacturer page, roll dimensions or preserved asset.",search,products_101_1000_forensic,https://shopee.com.my/Glotool-Sunshade-Net-50-70-90-UV-Block-HDPE-Garden-Shade-Cloth-for-Plants-Carpark-Greenhouse-i.566053044.47100340368,,PENDING,
272,SIN-CKS7406,PCS,Cabana Kitchen Sink CKS7406,Kitchen & Sinks,,CKS7406,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
273,MIR-SBC-600603A,SET,S600 Bathroom Cabinet Set (610X475X450MM),Bathroom,,S600,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
274,ELE-CAB-FLE-7076,ROLL,Yazaki 70/076 3C Flexible Cable White,Electrical,Yazaki,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
275,ELE-CAB-FAJ-2.5MM-80M,ROLL,Fajar 2C X 2MM Twin Flat Wire,Electrical,Fajar,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
276,DC-DCSM03-100EK,SET,Cordless Brushless Angle Grinder 20V,Power Tools,,DCSM03-100EK,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
277,PUM-WTR-JHP4-40,UNIT,Water Pump Complete Set JHP4-40,Pumps & Water,,JHP4-40,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
278,DC-20V-SETS-XB,SET,"DCZC0424Z, DCPB488Z, / Cordless Full Sets Xb",Power Tools,,DCZC0424Z,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
279,DC-20V-XA,SET,"20V DCZC22Z, DCJZ2060IZ, - Sets Xa",Power Tools,,DCZC22Z,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
280,"DOR-HIN-JTC-SSS-4""",SET,"Smr S/steel Hinges 4""X3""X2.0MM",Doors & Hardware,,X2.0MM,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
281,SUMO-SM-138,UNIT,Sumo High Pressure Washer 130 BAR,Power Tools,,SM-138,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
282,DL5-WAT-FIL-0942-GRY,UNIT,DL5 Dalqua 9''X42 Water Filt Sys-fiber Tank Gry,Other,,DL5,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
283,IND-CEM-50KGS,BAG,Portland Limestone Cement,Building Materials,,50KGS,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
284,"PIP-HDPE-25MM-3/4""",ROLL,"HDPE Pipe 25MM (3/4"") PN12.5(MS-1058)",Plumbing,,PN12.5,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
285,WOO-PLY-3.6MM,PCS,Plywood 3.6MM X 4 X 8,Building Materials,,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
286,IND-GAL-WIRE-20#-COIL,COIL,20 X 12KG Wire,Electrical,,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
287,ELE-D/L-ECO-3030-24W,PCS,Hms Downlite Hsp 503-24W 6500K,Electrical,,503-24W,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
288,TOO-BOS-BAG-101,PCS,Bossman 20V Angle Grinder 105MM,Power Tools,,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
289,IND-WIR-MES-1212-20GX100,ROLL,Wire Mesh 1/2/ X 1/2 X 3 X 20G X 100,Electrical,,,pending,yes,yes,no,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, variant, package and image were not preserved; no family or generic asset substituted.",search,products_101_1000_forensic,NOT_PRESERVED,,PENDING,
