item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
KHI-FRY-ARF35,SET,Khind Air Fryer (mint),Home Appliances,https://khind.com.my/collections/khind,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-DRI-SCD10D2K,UNIT,Stanley 12V Tower Up Drill/driver 2.0AH,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-9F7-0L0,UNIT,Gsr Battery Screwdriver,Hand Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0611-924-0L1,UNIT,Gbh Batt. Rotary Hammer,Power Tools,https://www.bosch-pt.com.my/my/en/products/gbh-185-li-06119240L1,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTA60Z1-10W-4000K,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/4000K,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/4000K,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-TC-2261-32W-SQ,PCS,Taicon 32W Adjusted LED Square (TC-2261),Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KHI-COO-RC828N,SET,Khind Rice Cooker 2.8L,Home Appliances,https://khind.com.my/collections/khind,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-9K0-0L0,UNITS,Gds Batt. Impact Wrench 18V-400,Power Tools,https://www.bosch-pt.com.my/my/en/products/gds-18v-400-06019K00L0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTP45B1-15W-4000K,PCS,Megaman LED Stick Bulb Plc YTP45B1 15W/4000K,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
"EXH-FAN-KHI-08""-WHI-EF8001",SET,Khind 8 Exhaust Fan (off White),Fans & Ventilation,https://khind.com.my/products/khind-exhaust-fan-ef8001,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
GAS-COO-TC-2288-PGC,SET,Taicon Portable Gas Cooker,Home Appliances,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-228-1L2,UNIT,Gsb 16RE Impact Drill (blow Mode Set),Power Tools,https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-9G8-1L7,UNIT,Gsb 121B Batt. Impact Drill (1 Batt.),Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-2608-522-406,PCS,Impact Bit PH2 X 110MM,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-2608-522-407,PCS,Impact Bit PH2 X 150MM,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTA65Z2-12W,PCS,Megaman A65 E27 LED Bulb,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-9G8-0L4,UNIT,Gsr 121B Batt. Screwdriver (1 Batt.),Hand Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-BUL-B22-3W-YEL,PCS,Taicon B22 3W LED Color Bulb - Yellow,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
CHA-SAW-STIHL-MS172,UNIT,Stihl Chainsaw 16 Stihl Chain & Guide BAR,"Rope, Chain & Netting",,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/3000K,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KET-PSN-NC-GK1WSK,PCS,Panasonic 1.7L Plastick Kettle,Home Appliances,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
RUB-TRT02-SA302,UNIT,Rubine Double Spout Wall Mounted S'tap,Home Appliances,https://www.rubine.com.my/product/RT-SA-302-7C,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-PRE-WAS-BEPW1600L,UNIT,Black+decker Pressure Washer L 110 BAR,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
"EXH-FAN-KHI-10""-WHI-EF1001",SET,Khind 10 Exhaust Fan (off White),Fans & Ventilation,https://khind.com.my/products/khind-exhaust-fan-ef1001,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-PHG-1L-A,CAN,1L Platone High Gloss Accent Base,Paint & Sundries,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-PHG-5L-A,CAN,5L Platone High Gloss Accent Base,Paint & Sundries,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-068-000,UNIT,Gol 26D Optical Leveller,Power Tools,https://www.bosch-pt.com.my/my/en/products/gol-26-d-0601068000,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
CHA-SAW-STIHL-MS162,UNIT,Stihl Chainsaw 14 Stihl Chain & Guide BAR,"Rope, Chain & Netting",,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KHI-COO-RC806N,SET,Khind 0.6L Rice Cooker (light Winter GREY)-RC806N,Home Appliances,https://khind.com.my/products/khindkitchen-appliancesrice-cooker,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KHI-TOA-BT808,SET,Khind Bread Toaster (mint),Home Appliances,https://khind.com.my/products/khind-2-slices-bread-toaster-with-anti-dust-cover-bt808,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-PRE-WAS-BCPC20D1,UNIT,Black+decker 20V Power Cleaner,Chemicals & Adhesives,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STI-BRU-CUT-FR3001,UNIT,Stihl Brush Cutter,Outdoor & Garden,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-AQSD110F,UNIT,Adelino Submersible Sewage Pump 1.1KW,Pumps & Water,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-PHG-1L-P,CAN,1L Platone High Gloss Paster Base,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
PSN-TK-CS10-WMA,PCS,Panasonic Water Purifier (white),Home Appliances,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-CHO-SSC22,UNIT,Stanley Chopsaw 2200W 355MM,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-9K3-1L2C1,SET,Gsb + Gdr Kit Combo Kit,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-PHG-5L-P,CAN,5L Platone High Gloss Paster Base,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
OVEN-KHI-TOA-OT3005,SET,Khind Oven Toaster (black),Home Appliances,https://khind.com.my/collections/user-manuals?page=28,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
PAI-SPR-SAM-2K01,PCS,Samurai Clearcoat Spray,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-QSH-EXT-20L-P,DRUM,18L Nippon Q-shield Extra Pastel Base,Paint & Sundries,https://www.nipponpaint.com.my/product/q-shield-extra/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/q-shield-extra-new.webp,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
PSN-TK-CS200C-EX,PCS,Panasonic Water Cartridge,Home Appliances,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-TRI-ST55,UNIT,Stanley 550W 6.35MM Corded Trimmer,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-SS-304-3937-MB,PCS,Saniware Premier Kitchen Pillar Sink Tap-matt Blk,Kitchen & Sinks,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0611-338-9L1,UNIT,Gsh 5MX Demolition Hammer,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsh5mx-06113389L1,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTP38Z1-10W,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
X-LOC-YALE-Y120B-50-KA3,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA3,Lifting & Rigging,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-CAB-WIR-MKK-1.5MM-YELLOW,ROLL,MKK Cable 1.5MM (7/0.39MM) Yellow,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-5L-P,CAN,5L Nippon Weatherbond Quartz Pastel Base,Paint & Sundries,https://www.nipponpaint.com.my/product/weatherbond-quartz/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-POL-SP137,UNIT,Stanley 1300W 180MM Polisher,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K,Lighting,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CCNL54RG12,UNIT,Deka Ceiling Fan Geno Rose Gold,Fans & Ventilation,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-FLO-KHI-FF1803B,SET,Floor Fan 18,Fans & Ventilation,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-PLA-STEL630,UNIT,Stanley Planer 82MM,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-387-0L0,UNIT,Gex Eccentric Disc Sander 125-1A,Power Tools,https://www.bosch-pt.com.my/my/en/products/gex-125-1-a-06013870L0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTG45Z1-5W,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/6500K,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-SEA-5170-20L,DRUM,20L Nippon Acrylic 5170 Wall Sealer,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-VIN-EAS-15L-A,DRUM,15L Nippon Vinilex Easywash Accent Base,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWS-304-3964,PCS,Saniware Sliver Kitchen W Sink Tap,Kitchen & Sinks,https://saniware.com/product/sws-304-3964/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3964.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
JUG-KHI-KET-EK5813,SET,Khind 1.7L Jug Kettle (white),Home Appliances,https://khind.com.my/collections/user-manuals?page=28,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-PHG-5L-MBLK,CAN,5L Platone High Gloss 8103 Matt Black,Paint & Sundries,https://www.nipponpaint.com.my/product/platone-high-gloss/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-SAT-GLO-5L-145,CAN,5L Nippon Satin Glo 145 White,Paint & Sundries,https://www.nipponpaint.com.my/product/satin-glo/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
