priority_tier,queue,source_position,item_code,uom,display_name,category,manus_decision,official_product_page,official_image_url,why_failed,hint_page,hint_image,gemini_note
A,p300_pending,234,FAN-FLO-KHI-FF1803B,SET,Floor Fan 18,Fans & Ventilation,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,235,STA-PLA-STEL630,UNIT,Stanley Planer 82MM,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.tulips.com.my/ourproducts/cid/176891/cat/power-tools-stanley/,,
A,p300_pending,236,BOS-0601-387-0L0,UNIT,Gex Eccentric Disc Sander 125-1A,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gex-125-1-a-06013870L0,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gex-125-1-a-06013870L0,,
A,p300_pending,237,ELE-D/L-MEG-YTG45Z1-5W,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/6500K,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,238,NIP-SEA-5170-20L,DRUM,20L Nippon Acrylic 5170 Wall Sealer,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,239,NIP-VIN-EAS-15L-A,DRUM,15L Nippon Vinilex Easywash Accent Base,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,240,TAP-SAN-SWS-304-3964,PCS,Saniware Sliver Kitchen W Sink Tap,Kitchen & Sinks,pending,https://saniware.com/product/sws-304-3964/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3964.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product/sws-304-3964/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3964.jpg,
A,p300_pending,241,JUG-KHI-KET-EK5813,SET,Khind 1.7L Jug Kettle (white),Home Appliances,pending,https://khind.com.my/collections/user-manuals?page=28,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/user-manuals?page=28,,
A,p300_pending,242,NIP-PHG-5L-MBLK,CAN,5L Platone High Gloss 8103 Matt Black,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/platone-high-gloss/,,
A,p300_pending,243,NIP-SAT-GLO-5L-145,CAN,5L Nippon Satin Glo 145 White,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/satin-glo/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/satin-glo/,,
A,p300_pending,244,NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,245,NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,246,TAP-SAN-SWP-SS-304-3938-MB,PCS,Saniware Premier Double Spout Kit. Wall Sink Tap-matt Blk,Kitchen & Sinks,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,247,"HOS-FLE-GLO-60""",PCS,Glotool Flexible Tube F1/2 X F12 X 60,Outdoor & Garden,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,248,NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/platone-high-gloss/,,
A,p300_pending,249,BOS-0601-9K3-0L2,UNIT,Gsr Batt. Screwdriver 185-LI,Hand Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K3083,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K3083,,
A,p300_pending,250,CHA-SAW-STIHL-MS230,UNIT,Stihl Chainsaw 18 Stihl Chain & Guide BAR,"Rope, Chain & Netting",pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,251,FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,Fans & Ventilation,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,252,BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,Chemicals & Adhesives,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,253,BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Power Tools,pending,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,,
A,p300_pending,254,STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,Power Tool Accessories,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.tulips.com.my/ourproducts/cid/176891/cat/power-tools-stanley/,,
A,p300_pending,255,ELE-FAJAR-FLX-2.5MM-GREY,COIL,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,256,ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,257,TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,Plumbing,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,258,NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,Building Materials,pending,https://www.nipponpaint.com.my/product/roof-coating/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/roof-coating/,,
A,p300_pending,259,BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,
A,p300_pending,260,BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.sunwintra.com/product/combo-bosch-rotary-hammer-with-sds-plus-gbh2-24dre-3pcs-sds-plus-core-gbh-2-24dre-gbh-2-24-dre,,
A,p300_pending,261,NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,262,BOS-0600-8A7-AL0,UNIT,Aquatak 125 High P/cleaner,Chemicals & Adhesives,pending,https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,,
A,p300_pending,263,NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,264,NIP-WTRB-5L-WHITE,CAN,5L Nippon Weatherbond 145 White,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,265,BOS-0601-6A0-0L0,UNIT,Gkf 550 Router,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0,,
A,p300_pending,266,STA-HIGH-PRE-WAS-K2,UNIT,Karcher K2 Power Vps High Pressure Washer,Power Tools,pending,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,
A,p300_pending,267,STA-PRE-WAS-K3-DEL,UNIT,Karcher Pressure Washer K3 Deluxe Premium,Power Tools,pending,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,
A,p300_pending,268,X-STA-PRE-WAS-K4,UNIT,Karcher K4 Basic High Pressure Cleaner,Power Tools,pending,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,
A,p300_pending,269,BOS-2608-600-017,PCS,4 Grinding Disc,Abrasives & Cutting,pending,https://www.bosch-pt.com.my/my/en/pro-metal-bonded-grinding-disc-for-small-angle-grinders-bore-16-mm-osa-3090859-ocs-ac/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/pro-metal-bonded-grinding-disc-for-small-angle-grinders-bore-16-mm-osa-3090859-ocs-ac/,https://wwarehouse.s3-ap-southeast-1.amazonaws.com/bosch-mild-steel-grinding-disc-4-inch-2608600017-bh.png,
A,p300_pending,270,CIMA-DL-L-199Y-RND-18W-CIELO-DL,SET,Cielo Iii 199Y 18W L/dl (rnd/daylight),Lighting,pending,https://www.cimalighting.com.my/product/cielo-199-driver-on-board-led-downlight-12w-18w-sirim-lampu-siling-rumah-round-square-downlight-4-6-white-lights-home-room-ceiling-lighting,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.cimalighting.com.my/product/cielo-199-driver-on-board-led-downlight-12w-18w-sirim-lampu-siling-rumah-round-square-downlight-4-6-white-lights-home-room-ceiling-lighting,,
A,p300_pending,271,AGR-NET-SUN-GLO-70%,ROLL,Glotool Sun Shade Netting (70%),"Rope, Chain & Netting",pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://shopee.com.my/Glotool-Sunshade-Net-50-70-90-UV-Block-HDPE-Garden-Shade-Cloth-for-Plants-Carpark-Greenhouse-i.566053044.47100340368,,
A,p300_pending,272,SIN-CKS7406,PCS,Cabana Kitchen Sink CKS7406,Kitchen & Sinks,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,273,MIR-SBC-600603A,SET,S600 Bathroom Cabinet Set (610X475X450MM),Bathroom,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,274,ELE-CAB-FLE-7076,ROLL,Yazaki 70/076 3C Flexible Cable White,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,275,ELE-CAB-FAJ-2.5MM-80M,ROLL,Fajar 2C X 2MM Twin Flat Wire,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,276,DC-DCSM03-100EK,SET,Cordless Brushless Angle Grinder 20V,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,277,PUM-WTR-JHP4-40,UNIT,Water Pump Complete Set JHP4-40,Pumps & Water,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,278,DC-20V-SETS-XB,SET,"DCZC0424Z, DCPB488Z, / Cordless Full Sets Xb",Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,279,DC-20V-XA,SET,"20V DCZC22Z, DCJZ2060IZ, - Sets Xa",Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,280,"DOR-HIN-JTC-SSS-4""",SET,"Smr S/steel Hinges 4""X3""X2.0MM",Doors & Hardware,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,281,SUMO-SM-138,UNIT,Sumo High Pressure Washer 130 BAR,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,282,DL5-WAT-FIL-0942-GRY,UNIT,DL5 Dalqua 9''X42 Water Filt Sys-fiber Tank Gry,Other,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,283,IND-CEM-50KGS,BAG,Portland Limestone Cement,Building Materials,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,284,"PIP-HDPE-25MM-3/4""",ROLL,"HDPE Pipe 25MM (3/4"") PN12.5(MS-1058)",Plumbing,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,285,WOO-PLY-3.6MM,PCS,Plywood 3.6MM X 4 X 8,Building Materials,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,286,IND-GAL-WIRE-20#-COIL,COIL,20 X 12KG Wire,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,287,ELE-D/L-ECO-3030-24W,PCS,Hms Downlite Hsp 503-24W 6500K,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,288,TOO-BOS-BAG-101,PCS,Bossman 20V Angle Grinder 105MM,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,289,IND-WIR-MES-1212-20GX100,ROLL,Wire Mesh 1/2/ X 1/2 X 3 X 20G X 100,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,290,BAT-ENE-MAX-AA4PCS,PCK,En Max Aa 4 Pc,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,291,BAT-ENE-MAX-AAA4PCS,PCK,En Max Aaa 4 Pc,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,292,WOO-HOE-CANGKUL-HARDWOOD,PCS,Kayu Cangkul (hardwood),Building Materials,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,293,IND-ALUM-SHE-FLA-0.3MMX3',KGS,Flat Sheet Alum. 0.3MM X 3,Building Materials,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,294,CEI-FRA-30MM,PCS,Ceiling Frame 30MM,Building Materials,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,295,ROO-ZIN-SHE-10'X35G,PCS,Corrugated Steel Zinc 10 X 35G,Building Materials,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,296,NAI-COM-65MM-20KG,BOX,2 1/2 Wire Nail,Fasteners & Fixings,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,297,ELE-CAB-ZI-C70763G-ROLL,ROLL,Zi 3C X 70/076 PVC Flex Wire (grey),Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,298,PIP-CON-WHI-20MM3M,LTH,"3/4""(20MM) X 2.9M Eep - White",Plumbing,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,299,NAI-COM-50MM-20KG,BOX,2 Wire Nail,Fasteners & Fixings,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,300,"DRA-COV-TEC-GRE-9""X17""",PCS,Techplas 9 X 17 Drain Cover - Grey,Plumbing,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,gemini_disagreement,82,SIN-SOR-SRTKS2431,PCS,Sorento Nanograin Texture Kitchen Sink,Kitchen & Sinks,candidate,,,Prior file accepted candidate asset from third-party retailer/dealer buildershardware.com.my rather than official Sorento OEM catalogue/portal. Fails marketplace/dealer gate.,,,Prior file accepted candidate asset from third-party retailer/dealer buildershardware.com.my rather than official Sorento OEM catalogue/portal. Fails marketplace/dealer gate.
A,gemini_disagreement,,FAN-WAL-KHI-FW16JR,SET,,,candidate,,,Prior file accepted asset WF16JR_KOL_WH.jpg (White) for product FAN-WAL-KHI-FW16JR specified as Light Grey (Khind 16 Remote Control Wall Fan (light Grey)). Colour/finish mismatch.,,,Prior file accepted asset WF16JR_KOL_WH.jpg (White) for product FAN-WAL-KHI-FW16JR specified as Light Grey (Khind 16 Remote Control Wall Fan (light Grey)). Colour/finish mismatch.
A,gemini_disagreement,,TAP-SAN-SWS-304-3977,PCS,,,candidate,,,Official manufacturer URL https://saniware.com/product/sws-304-3977/ is dead/unresponsive and asset was not locally preserved in Track B. Fails live URL gate.,,,Official manufacturer URL https://saniware.com/product/sws-304-3977/ is dead/unresponsive and asset was not locally preserved in Track B. Fails live URL gate.
A,gemini_disagreement,,TAP-SAN-SWS-304-3978,PCS,,,candidate,,,Official manufacturer URL https://saniware.com/product/sws-304-3978/ is dead/unresponsive and asset was not locally preserved in Track B. Fails live URL gate.,,,Official manufacturer URL https://saniware.com/product/sws-304-3978/ is dead/unresponsive and asset was not locally preserved in Track B. Fails live URL gate.
A,gemini_disagreement,,VAL-SAN-SW-SS-AV-80,PCS,,,candidate,,,Official manufacturer URL https://saniware.com/product/sw-ss-av-80/ is dead/unresponsive and asset was not locally preserved in Track B. Fails live URL gate.,,,Official manufacturer URL https://saniware.com/product/sw-ss-av-80/ is dead/unresponsive and asset was not locally preserved in Track B. Fails live URL gate.
A,gemini_disagreement,,BOS-0601-072-5K0,UNIT,,,candidate,,,Prior file mapped item GLM 30 (06010725K0) to GLM 30-23 which is a different model/generation. Model code mismatch.,,,Prior file mapped item GLM 30 (06010725K0) to GLM 30-23 which is a different model/generation. Model code mismatch.
A,gemini_disagreement,,BOS-2609-110-357,PCS,,,candidate,,,"Prior file mapped accessory blade BOS-2609-110-357 (Planer Knife for GHO 6500) to the full power tool machine GHO 6500. Image shows the whole planer, not the blade accessory.",,,"Prior file mapped accessory blade BOS-2609-110-357 (Planer Knife for GHO 6500) to the full power tool machine GHO 6500. Image shows the whole planer, not the blade accessory."
A,gemini_disagreement,,DC-DZC04-28,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dzc04-28/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dzc04-28/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-DCJZ03-13EK-20V,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dcjz03-13ek/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dcjz03-13ek/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-DSM21-100,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dsm21-100/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dsm21-100/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DCPB488EK,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dcpb488ek/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dcpb488ek/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
